replication,offset,winner,validation_sharpe,validation_excess_total_return,oos_sharpe,oos_excess_total_return,passes_validation,sealed_oos_pass
220,3368,CROSS_60_200,-0.14860383715964232,-0.2032630541766275,0.7398445932294502,-0.2984343177135611,False,False
221,2864,MOM_60,0.03239999643616733,-0.2814588925515734,1.2718222505151666,-0.21265243937700418,False,False
222,2495,CROSS_20_50,1.2494170723380298,-0.1233734260458288,1.099027828893606,-0.1802312484188684,False,False
223,1613,CROSS_5_50,0.9358479915962086,-0.4128565635245407,0.8443802465970108,-0.07001874152841725,False,False
224,4841,CROSS_60_100,0.2694637738283274,-0.474698059328033,0.43102391663800377,-0.45939345578448765,False,False
225,1758,CROSS_10_150,1.0356091185514107,-0.3019851388478736,1.1887069659331144,0.03960257082020546,False,False
226,3761,BREAKOUT_200,0.6108079997322025,-0.03290072809501199,0.442603412521546,0.09889349174954698,False,False
227,4116,BREAKOUT_100,0.6594349177280634,-0.18328293142531127,0.26496114330690157,-0.18591358675512248,False,False
228,3185,CROSS_40_200,0.07653648497938845,-0.14079881047822596,1.2929812469594533,0.10394259799799999,False,False
229,4511,MOM_120,1.102986545252417,-0.44692408211731927,0.07774440423192829,-0.10491189152938296,False,False
230,2382,CROSS_10_50,0.3319909872296197,-0.952030333835169,0.8265780657723634,-0.34831142371008106,False,False
231,3326,BREAKOUT_20,0.4012516292663822,0.0965235899229473,0.5419812202483942,-0.448215483599784,True,False
232,4306,MOM_20,0.4167238928960449,-0.7631280920300458,0.24240359663944464,0.19441929143512449,False,False
233,4621,CROSS_10_150,0.6886530700742934,-0.3412174810340356,0.3741385130465513,-0.07455169381095339,False,False
234,4323,CROSS_20_150,0.896959693293944,-0.16613461732229506,0.06354140233521567,0.006295088204440136,False,False
235,4459,CROSS_10_50,1.2706488542951198,-0.026879682861742804,0.05558692936688883,0.11971025192617912,False,False
236,4829,CROSS_60_100,0.1541681210335661,-0.5622133665237721,0.7623024733304459,-0.17695509507686036,False,False
237,4516,MOM_120,1.1577327562787012,-0.21355339229573245,0.16520651263090017,-0.12289184624579153,False,False
238,1355,BREAKOUT_100,0.7275408663577597,-0.5289649779787973,0.7757474640465473,-0.6253175341032324,False,False
239,5162,CROSS_10_50,0.6780039519444818,-0.27184929550035086,0.7680349978501644,-0.21353620360482672,False,False
240,725,CROSS_5_50,0.4947297423331509,-1.218740376432918,0.5020451202459884,-0.18756416802113218,False,False
241,2600,BREAKOUT_20,0.4966488774846445,-0.1020934256072552,0.6450960432091785,-0.3479749396418541,False,False
242,4791,MOM_252,0.49309400961957756,-0.23470786886963846,0.5875569790872337,-0.15968754373227112,False,False
243,479,CROSS_60_150,0.5025969476120077,-1.3417638474119942,0.3583638177873569,-0.26890969631867634,False,False
244,4934,CROSS_60_200,0.45861363749899425,-0.4166389315014172,0.966288313834455,0.1344663107857158,False,False
245,2750,CROSS_10_150,0.4147448742872286,-0.06378343060017833,0.9546888645859725,-0.22912830041083998,False,False
246,4617,CROSS_5_150,0.7369542135351845,-0.3142378578867928,0.4417216817119731,-0.06183653183642912,False,False
247,4899,TREND_SMA_200,0.46064050358462266,-0.21857319007864362,1.022869294861981,0.09292411960433156,False,False
248,3019,CROSS_20_100,0.0681041257462128,-0.3625963180792544,1.1009734441823436,-0.09607781293320938,False,False
249,685,TREND_SMA_20,0.2698620086160453,-0.8686550838573175,0.5812843924073788,-0.431155781926023,False,False
